latitude,longitude
10.87043,106.80196
10.87042403846154,106.80196692307692
10.870418076923077,106.80197384615384
10.870412115384616,106.80198076923077
10.870406153846154,106.80198769230769
10.870400192307693,106.80199461538461
10.870394230769232,106.80200153846154
10.87038826923077,106.80200846153845
10.870382307692308,106.80201538461537
10.870376346153847,106.8020223076923
10.870370384615384,106.80202923076922
10.870364423076923,106.80203615384615
10.870358461538462,106.80204307692307
10.870352500000001,106.80205
10.87034653846154,106.80205692307692
10.870340576923077,106.80206384615384
10.870334615384616,106.80207076923077
10.870328653846155,106.80207769230769
10.870322692307692,106.80208461538462
10.87031673076923,106.80209153846154
10.87031076923077,106.80209846153845
10.870304807692309,106.80210538461537
10.870298846153847,106.8021123076923
10.870292884615385,106.80211923076922
10.870286923076923,106.80212615384615
10.870280961538462,106.80213307692307
10.870275,106.80214
10.870269038461538,106.80214692307692
10.870263076923077,106.80215384615384
10.870257115384616,106.80216076923077
10.870251153846155,106.80216769230769
10.870245192307692,106.80217461538462
10.870239230769231,106.80218153846154
10.87023326923077,106.80218846153845
10.870227307692307,106.80219538461537
10.870221346153846,106.8022023076923
10.870215384615385,106.80220923076922
10.870209423076924,106.80221615384615
10.870203461538463,106.80222307692307
10.8701975,106.80223
10.870191538461539,106.80223692307692
10.870185576923078,106.80224384615384
10.870179615384615,106.80225076923077
10.870173653846154,106.80225769230769
10.870167692307692,106.80226461538462
10.870161730769231,106.80227153846154
10.87015576923077,106.80227846153845
10.870149807692307,106.80228538461537
10.870143846153846,106.8022923076923
10.870137884615385,106.80229923076922
10.870131923076922,106.80230615384615
10.870125961538461,106.80231307692307
10.87012,106.80232
10.87012,106.80232
10.870110930232558,106.80232
10.870101860465116,106.80232
10.870092790697674,106.80232
10.870083720930232,106.80232
10.87007465116279,106.80232
10.870065581395348,106.80232
10.870056511627906,106.80232
10.870047441860466,106.80232
10.870038372093024,106.80232
10.870029302325582,106.80232
10.87002023255814,106.80232
10.870011162790698,106.80232
10.870002093023256,106.80232
10.869993023255814,106.80232
10.869983953488372,106.80232
10.86997488372093,106.80232
10.869965813953488,106.80232
10.869956744186046,106.80232
10.869947674418604,106.80232
10.869938604651162,106.80232
10.86992953488372,106.80232
10.86992046511628,106.80232
10.869911395348838,106.80232
10.869902325581396,106.80232
10.869893255813954,106.80232
10.869884186046512,106.80232
10.86987511627907,106.80232
10.869866046511628,106.80232
10.869856976744186,106.80232
10.869847906976744,106.80232
10.869838837209302,106.80232
10.86982976744186,106.80232
10.869820697674418,106.80232
10.869811627906977,106.80232
10.869802558139535,106.80232
10.869793488372094,106.80232
10.869784418604652,106.80232
10.86977534883721,106.80232
10.869766279069768,106.80232
10.869757209302326,106.80232
10.869748139534885,106.80232
10.869739069767443,106.80232
10.86973,106.80232
10.86973,106.80232
10.869720714285714,106.80232
10.86971142857143,106.80232
10.869702142857143,106.80232
10.869692857142857,106.80232
10.869683571428572,106.80232
